case,pen_pct,k2,ieee2800,branch,fault_bus,fault_type,zone_classical,zone_ibr,direc_classical,direc_ibr,i2_classical,i2_ibr,t_oc_classical,t_oc_ibr,n_misoperations,flag_zone_changed,flag_lost_distance_trip,flag_zone1_reach_lost,flag_directional_lost,flag_directional_reversed,flag_lost_oc_pickup,flag_slower_oc
case39,84,4,yes,23-24,24,LL,2,2,forward,forward,2.14364,1.40758,0.550714,inf,1,False,False,False,False,False,True,False
case39,84,0,no,23-24,24,LLG,2,2,forward,forward,2.29722,0.957722,0.522958,inf,1,False,False,False,False,False,True,False
case39,84,4,yes,23-24,24,LLG,2,2,forward,forward,2.29722,1.50744,0.522958,19.9403,1,False,False,False,False,False,False,True
case39,84,0,no,1-39,39,3LG,2,2,no_decision,no_decision,0,0,0.419703,1.09167,1,False,False,False,False,False,False,True
case39,84,4,yes,1-39,39,3LG,2,2,no_decision,no_decision,0,0,0.419703,1.09167,1,False,False,False,False,False,False,True
case39,84,0,no,1-39,39,SLG,2,2,forward,forward,4.99541,2.26234,0.319009,0.503014,1,False,False,False,False,False,False,True
case39,84,4,yes,1-39,39,SLG,2,2,forward,forward,4.99541,2.16423,0.319009,0.516513,1,False,False,False,False,False,False,True
case39,84,0,no,1-39,39,LL,2,2,forward,forward,4.84615,1.86792,0.451996,1.19951,1,False,False,False,False,False,False,True
case39,84,4,yes,1-39,39,LL,2,2,forward,forward,4.84615,1.98155,0.451996,1.05506,1,False,False,False,False,False,False,True
case39,84,0,no,1-39,39,LLG,2,2,forward,forward,5.50685,2.15896,0.385334,0.815366,1,False,False,False,False,False,False,True
case39,84,4,yes,1-39,39,LLG,2,2,forward,forward,5.50685,2.25412,0.385334,0.778618,1,False,False,False,False,False,False,True
case39,84,0,no,9-39,39,3LG,2,2,no_decision,no_decision,0,0,0.400869,0.533105,1,False,False,False,False,False,False,True
case39,84,4,yes,9-39,39,3LG,2,2,no_decision,no_decision,0,0,0.400869,0.533105,1,False,False,False,False,False,False,True
case39,84,0,no,9-39,39,SLG,2,2,forward,forward,5.53945,2.50873,0.318418,0.410692,1,False,False,False,False,False,False,True
case39,84,4,yes,9-39,39,SLG,2,2,forward,forward,5.53945,2.21992,0.318418,0.42423,1,False,False,False,False,False,False,True
case39,84,0,no,9-39,39,LL,2,2,forward,forward,5.37393,2.07135,0.435565,0.518399,0,False,False,False,False,False,False,False
case39,84,4,yes,9-39,39,LL,2,2,forward,forward,5.37393,2.03253,0.435565,0.511097,0,False,False,False,False,False,False,False
case39,84,0,no,9-39,39,LLG,2,2,forward,forward,6.10659,2.39409,0.382205,0.471782,1,False,False,False,False,False,False,True
case39,84,4,yes,9-39,39,LLG,2,2,forward,forward,6.10659,2.31212,0.382205,0.47045,1,False,False,False,False,False,False,True
